Order_ID,Activity,Timestamp,Customer_Name,Order_Source,Region,Order_Value,Items_Count,Discount
CASE_208,Ocena,2024-04-03 03:22:00.034986,Klient_92,Online,Zachód,33.16,3,23.55
CASE_209,Złożenie zamówienia,2024-04-12 12:28:00,Klient_70,Online,Zachód,157.24,2,0.0
CASE_209,Płatność,2024-04-12 14:14:36.472206,Klient_70,Online,Zachód,157.24,2,0.0
CASE_209,Wysyłka,2024-04-12 15:07:16.914636,Klient_70,Online,Zachód,157.24,2,0.0
CASE_209,Dostawa,2024-04-12 20:48:48.310512,Klient_70,Online,Zachód,157.24,2,0.0
CASE_209,Ocena,2024-04-12 23:29:15.013462800,Klient_70,Online,Zachód,157.24,2,0.0
CASE_21,Złożenie zamówienia,2024-01-02 15:23:00,Klient_180,Online,Wschód,111.98,2,0.0
CASE_21,Płatność,2024-01-02 16:47:38.700000,Klient_180,Online,Wschód,111.98,2,0.0
CASE_21,Wysyłka,2024-01-02 21:22:28.514284800,Klient_180,Online,Wschód,111.98,2,0.0
CASE_21,Dostawa,2024-01-03 00:13:45.545024400,Klient_180,Online,Wschód,111.98,2,0.0
CASE_21,Ocena,2024-01-03 03:51:18.380568,Klient_180,Online,Wschód,111.98,2,0.0
CASE_210,Złożenie zamówienia,2024-01-11 09:42:00,Klient_140,Online,Północ,75.31,1,6.17
CASE_210,Płatność,2024-01-11 13:25:04.394121600,Klient_140,Online,Północ,75.31,1,6.17
CASE_210,Wysyłka,2024-01-12 03:40:50.374444800,Klient_140,Online,Północ,75.31,1,6.17
CASE_210,Dostawa,2024-01-13 06:49:07.699159200,Klient_140,Online,Północ,75.31,1,6.17
CASE_210,Ocena,2024-01-14 06:33:05.933649600,Klient_140,Online,Północ,75.31,1,6.17
CASE_211,Złożenie zamówienia,2024-03-28 09:29:00,Klient_128,Online,Północ,74.11,1,2.73
CASE_211,Płatność,2024-03-29 16:25:51.816217200,Klient_128,Online,Północ,74.11,1,2.73
CASE_211,Wysyłka,2024-03-31 06:53:36.711475200,Klient_128,Online,Północ,74.11,1,2.73
CASE_211,Dostawa,2024-04-03 22:52:51.836182800,Klient_128,Online,Północ,74.11,1,2.73
CASE_211,Ocena,2024-04-04 19:59:17.968251599,Klient_128,Online,Północ,74.11,1,2.73
CASE_212,Złożenie zamówienia,2024-02-27 08:31:00,Klient_137,Online,Wschód,42.17,1,0.0
CASE_212,Płatność,2024-02-28 07:20:53.613652800,Klient_137,Online,Wschód,42.17,1,0.0
CASE_212,Wysyłka,2024-02-29 11:16:54.133516800,Klient_137,Online,Wschód,42.17,1,0.0
CASE_212,Dostawa,2024-03-03 01:53:48.515653200,Klient_137,Online,Wschód,42.17,1,0.0
CASE_212,Ocena,2024-03-03 12:14:23.705716800,Klient_137,Online,Wschód,42.17,1,0.0
CASE_213,Złożenie zamówienia,2024-04-07 17:33:00,Klient_36,Online,Północ,89.94,2,4.68
CASE_213,Weryfikacja,2024-04-07 18:06:23.169049200,Klient_36,Online,Północ,89.94,2,4.68
CASE_213,Płatność,2024-04-07 22:49:11.694154800,Klient_36,Online,Północ,89.94,2,4.68
CASE_213,Wysyłka,2024-04-08 01:21:44.683192800,Klient_36,Online,Północ,89.94,2,4.68
CASE_213,Dostawa,2024-04-08 17:07:05.437887600,Klient_36,Online,Północ,89.94,2,4.68
CASE_213,Zwrot,2024-04-08 22:30:41.646168,Klient_36,Online,Północ,89.94,2,4.68
CASE_213,Ocena,2024-04-09 00:06:53.307000,Klient_36,Online,Północ,89.94,2,4.68
CASE_214,Złożenie zamówienia,2024-03-18 07:20:00,Klient_14,Online,Wschód,84.99,2,0.0
CASE_214,Płatność,2024-03-18 08:57:58.129964400,Klient_14,Online,Wschód,84.99,2,0.0
CASE_214,Wysyłka,2024-03-19 04:03:49.809907200,Klient_14,Online,Wschód,84.99,2,0.0
CASE_214,Dostawa,2024-03-19 13:14:48.857616,Klient_14,Online,Wschód,84.99,2,0.0
CASE_214,Ocena,2024-03-20 04:05:20.985382800,Klient_14,Online,Wschód,84.99,2,0.0
CASE_215,Złożenie zamówienia,2024-01-26 12:02:00,Klient_61,Sklep,Wschód,67.82,2,11.81
CASE_215,Płatność,2024-01-26 14:45:41.626945200,Klient_61,Sklep,Wschód,67.82,2,11.81
CASE_215,Wysyłka,2024-01-27 07:38:35.652600,Klient_61,Sklep,Wschód,67.82,2,11.81
CASE_215,Dostawa,2024-01-27 15:38:07.583346,Klient_61,Sklep,Wschód,67.82,2,11.81
CASE_215,Ocena,2024-01-28 00:28:06.074120400,Klient_61,Sklep,Wschód,67.82,2,11.81
CASE_216,Złożenie zamówienia,2024-04-28 14:23:00,Klient_76,Telefon,Północ,483.9,5,0.0
CASE_216,Płatność,2024-04-29 09:19:29.993053200,Klient_76,Telefon,Północ,483.9,5,0.0
CASE_216,Wysyłka,2024-05-01 16:12:13.770886800,Klient_76,Telefon,Północ,483.9,5,0.0
CASE_216,Dostawa,2024-05-02 19:27:44.626767600,Klient_76,Telefon,Północ,483.9,5,0.0
CASE_216,Ocena,2024-05-05 06:23:02.013793199,Klient_76,Telefon,Północ,483.9,5,0.0
CASE_217,Złożenie zamówienia,2024-04-23 18:52:00,Klient_177,Online,Zachód,20.51,1,3.76
CASE_217,Płatność,2024-04-24 01:29:08.212468800,Klient_177,Online,Zachód,20.51,1,3.76
CASE_217,Wysyłka,2024-04-24 18:10:18.336355200,Klient_177,Online,Zachód,20.51,1,3.76
CASE_217,Dostawa,2024-04-25 08:17:48.454852800,Klient_177,Online,Zachód,20.51,1,3.76
CASE_217,Ocena,2024-04-25 18:22:02.433459600,Klient_177,Online,Zachód,20.51,1,3.76
CASE_218,Złożenie zamówienia,2024-02-22 07:20:00,Klient_180,Online,Północ,100.83,1,15.77
CASE_218,Weryfikacja,2024-02-22 08:57:57.293299200,Klient_180,Online,Północ,100.83,1,15.77
CASE_218,Płatność,2024-02-22 10:12:02.256445200,Klient_180,Online,Północ,100.83,1,15.77
CASE_218,Wysyłka,2024-02-22 17:45:40.072386,Klient_180,Online,Północ,100.83,1,15.77
CASE_218,Dostawa,2024-02-22 22:33:19.326068400,Klient_180,Online,Północ,100.83,1,15.77
CASE_218,Ocena,2024-02-23 01:49:45.236835600,Klient_180,Online,Północ,100.83,1,15.77
CASE_219,Złożenie zamówienia,2024-02-02 15:55:00,Klient_199,Sklep,Północ,21.19,1,1.01
CASE_219,Płatność,2024-02-02 23:37:55.290567600,Klient_199,Sklep,Północ,21.19,1,1.01
CASE_219,Wysyłka,2024-02-03 10:12:06.055386,Klient_199,Sklep,Północ,21.19,1,1.01
CASE_219,Dostawa,2024-02-04 02:59:12.418496400,Klient_199,Sklep,Północ,21.19,1,1.01
CASE_219,Ocena,2024-02-04 06:38:40.797660,Klient_199,Sklep,Północ,21.19,1,1.01
CASE_22,Złożenie zamówienia,2024-03-09 13:51:00,Klient_154,Sklep,Południe,49.76,3,5.54
CASE_22,Płatność,2024-03-09 16:01:16.394628,Klient_154,Sklep,Południe,49.76,3,5.54
CASE_22,Wysyłka,2024-03-10 06:14:24.110340,Klient_154,Sklep,Południe,49.76,3,5.54
CASE_22,Dostawa,2024-03-10 15:55:12.398052,Klient_154,Sklep,Południe,49.76,3,5.54
CASE_22,Ocena,2024-03-10 22:29:04.313076,Klient_154,Sklep,Południe,49.76,3,5.54
CASE_220,Złożenie zamówienia,2024-04-03 09:28:00,Klient_92,Telefon,Wschód,133.95,3,7.46
CASE_220,Płatność,2024-04-03 10:41:59.713536,Klient_92,Telefon,Wschód,133.95,3,7.46
CASE_220,Wysyłka,2024-04-03 13:50:59.704446,Klient_92,Telefon,Wschód,133.95,3,7.46
CASE_220,Dostawa,2024-04-03 21:12:47.564214,Klient_92,Telefon,Wschód,133.95,3,7.46
CASE_220,Reklamacja,2024-04-03 22:58:41.035078800,Klient_92,Telefon,Wschód,133.95,3,7.46
CASE_220,Ocena,2024-04-03 23:33:36.957775200,Klient_92,Telefon,Wschód,133.95,3,7.46
CASE_221,Złożenie zamówienia,2024-02-21 06:19:00,Klient_97,Online,Wschód,201.7,1,3.94
CASE_221,Płatność,2024-02-21 08:04:38.651216400,Klient_97,Online,Wschód,201.7,1,3.94
CASE_221,Wysyłka,2024-02-22 05:19:30.617834400,Klient_97,Online,Wschód,201.7,1,3.94
CASE_221,Dostawa,2024-02-23 01:45:40.314296400,Klient_97,Online,Wschód,201.7,1,3.94
CASE_222,Złożenie zamówienia,2024-02-14 16:17:00,Klient_143,Sklep,Wschód,100.32,2,0.0
CASE_222,Płatność,2024-02-14 17:14:04.076355600,Klient_143,Sklep,Wschód,100.32,2,0.0
CASE_222,Wysyłka,2024-02-15 06:34:16.118516400,Klient_143,Sklep,Wschód,100.32,2,0.0
CASE_222,Dostawa,2024-02-15 15:12:43.096634400,Klient_143,Sklep,Wschód,100.32,2,0.0
CASE_222,Ocena,2024-02-15 22:11:13.258936800,Klient_143,Sklep,Wschód,100.32,2,0.0
CASE_223,Złożenie zamówienia,2024-02-03 09:15:00,Klient_67,Sklep,Zachód,95.07,3,0.0
CASE_223,Płatność,2024-02-03 13:56:14.732354400,Klient_67,Sklep,Zachód,95.07,3,0.0
CASE_223,Wysyłka,2024-02-04 01:58:41.883258,Klient_67,Sklep,Zachód,95.07,3,0.0
CASE_223,Dostawa,2024-02-05 04:20:01.238521200,Klient_67,Sklep,Zachód,95.07,3,0.0
CASE_223,Ocena,2024-02-06 07:58:26.291341200,Klient_67,Sklep,Zachód,95.07,3,0.0
CASE_224,Złożenie zamówienia,2024-03-29 11:56:00,Klient_182,Online,Zachód,32.9,3,0.35
CASE_224,Płatność,2024-03-29 17:06:55.780348800,Klient_182,Online,Zachód,32.9,3,0.35
CASE_224,Wysyłka,2024-03-30 05:07:14.364866400,Klient_182,Online,Zachód,32.9,3,0.35
CASE_224,Dostawa,2024-03-30 21:06:05.740424400,Klient_182,Online,Zachód,32.9,3,0.35
CASE_224,Ocena,2024-03-31 02:23:56.026602,Klient_182,Online,Zachód,32.9,3,0.35
CASE_225,Złożenie zamówienia,2024-03-13 18:03:00,Klient_59,Online,Wschód,22.28,4,1.01
CASE_225,Płatność,2024-03-13 19:48:23.542642800,Klient_59,Online,Wschód,22.28,4,1.01
CASE_225,Wysyłka,2024-03-14 03:36:12.930962399,Klient_59,Online,Wschód,22.28,4,1.01
CASE_225,Dostawa,2024-03-14 14:30:30.892118400,Klient_59,Online,Wschód,22.28,4,1.01
CASE_225,Ocena,2024-03-14 15:52:12.080020800,Klient_59,Online,Wschód,22.28,4,1.01
CASE_226,Złożenie zamówienia,2024-02-18 21:41:00,Klient_63,Online,Południe,265.42,2,12.95
CASE_226,Płatność,2024-02-18 22:39:46.949973600,Klient_63,Online,Południe,265.42,2,12.95
CASE_226,Wysyłka,2024-02-19 00:20:30.145107600,Klient_63,Online,Południe,265.42,2,12.95
CASE_226,Dostawa,2024-02-19 03:30:06.503484,Klient_63,Online,Południe,265.42,2,12.95
CASE_226,Ocena,2024-02-19 05:04:21.055203600,Klient_63,Online,Południe,265.42,2,12.95
CASE_227,Złożenie zamówienia,2024-03-18 13:40:00,Klient_177,Sklep,Zachód,111.79,2,0.0
CASE_227,Płatność,2024-03-18 14:02:59.047125600,Klient_177,Sklep,Zachód,111.79,2,0.0
CASE_227,Wysyłka,2024-03-18 20:47:29.350758,Klient_177,Sklep,Zachód,111.79,2,0.0
CASE_227,Dostawa,2024-03-19 00:24:34.842289200,Klient_177,Sklep,Zachód,111.79,2,0.0
CASE_227,Ocena,2024-03-19 01:51:03.629364,Klient_177,Sklep,Zachód,111.79,2,0.0
CASE_228,Złożenie zamówienia,2024-04-06 12:35:00,Klient_165,Online,Wschód,159.67,1,0.92
CASE_228,Płatność,2024-04-06 12:47:15.037617600,Klient_165,Online,Wschód,159.67,1,0.92
CASE_228,Wysyłka,2024-04-06 13:20:56.461302,Klient_165,Online,Wschód,159.67,1,0.92
CASE_228,Dostawa,2024-04-06 13:56:57.460129200,Klient_165,Online,Wschód,159.67,1,0.92
CASE_228,Ocena,2024-04-06 14:04:26.214079200,Klient_165,Online,Wschód,159.67,1,0.92
CASE_229,Złożenie zamówienia,2024-01-22 15:37:00,Klient_42,Online,Wschód,128.55,1,3.94
CASE_229,Płatność,2024-01-22 18:38:44.401623600,Klient_42,Online,Wschód,128.55,1,3.94
CASE_229,Wysyłka,2024-01-23 06:00:01.260157200,Klient_42,Online,Wschód,128.55,1,3.94
CASE_229,Dostawa,2024-01-23 17:32:16.135035600,Klient_42,Online,Wschód,128.55,1,3.94
CASE_229,Ocena,2024-01-24 05:01:43.754954400,Klient_42,Online,Wschód,128.55,1,3.94
CASE_23,Złożenie zamówienia,2024-02-06 06:45:00,Klient_197,Online,Wschód,41.77,1,0.0
CASE_23,Płatność,2024-02-06 20:56:50.517124800,Klient_197,Online,Wschód,41.77,1,0.0
CASE_23,Wysyłka,2024-02-09 20:13:29.867732400,Klient_197,Online,Wschód,41.77,1,0.0
CASE_23,Dostawa,2024-02-12 19:46:30.324680400,Klient_197,Online,Wschód,41.77,1,0.0
CASE_23,Ocena,2024-02-14 07:56:50.749382400,Klient_197,Online,Wschód,41.77,1,0.0
CASE_230,Złożenie zamówienia,2024-01-14 07:07:00,Klient_190,Telefon,Północ,181.85,1,19.36
CASE_230,Płatność,2024-01-14 20:13:20.085800400,Klient_190,Telefon,Północ,181.85,1,19.36
CASE_230,Wysyłka,2024-01-16 00:50:09.237626400,Klient_190,Telefon,Północ,181.85,1,19.36
CASE_230,Dostawa,2024-01-16 07:43:05.529373199,Klient_190,Telefon,Północ,181.85,1,19.36
CASE_230,Ocena,2024-01-17 05:43:15.033470399,Klient_190,Telefon,Północ,181.85,1,19.36
CASE_231,Złożenie zamówienia,2024-02-11 09:26:00,Klient_9,Online,Północ,65.64,3,9.93
CASE_231,Płatność,2024-02-11 17:29:02.985361200,Klient_9,Online,Północ,65.64,3,9.93
CASE_231,Wysyłka,2024-02-13 08:28:29.274583200,Klient_9,Online,Północ,65.64,3,9.93
CASE_231,Dostawa,2024-02-14 05:57:47.854671600,Klient_9,Online,Północ,65.64,3,9.93
CASE_231,Ocena,2024-02-14 18:25:40.871281200,Klient_9,Online,Północ,65.64,3,9.93
CASE_232,Złożenie zamówienia,2024-01-13 08:19:00,Klient_34,Sklep,Wschód,236.27,1,0.0
CASE_232,Płatność,2024-01-13 11:14:05.479723200,Klient_34,Sklep,Wschód,236.27,1,0.0
CASE_232,Wysyłka,2024-01-13 22:59:11.496594,Klient_34,Sklep,Wschód,236.27,1,0.0
CASE_232,Dostawa,2024-01-14 02:03:40.368739200,Klient_34,Sklep,Wschód,236.27,1,0.0
CASE_232,Ocena,2024-01-14 11:24:26.851549200,Klient_34,Sklep,Wschód,236.27,1,0.0
CASE_233,Złożenie zamówienia,2024-04-08 12:11:00,Klient_126,Online,Południe,41.47,1,3.11
CASE_233,Płatność,2024-04-08 16:38:00.225172800,Klient_126,Online,Południe,41.47,1,3.11
CASE_233,Wysyłka,2024-04-08 22:11:51.539475600,Klient_126,Online,Południe,41.47,1,3.11
CASE_233,Dostawa,2024-04-09 09:52:44.372061600,Klient_126,Online,Południe,41.47,1,3.11
CASE_233,Ocena,2024-04-09 11:29:16.975591200,Klient_126,Online,Południe,41.47,1,3.11
CASE_234,Złożenie zamówienia,2024-04-16 15:00:00,Klient_134,Sklep,Wschód,32.49,4,4.56
CASE_234,Płatność,2024-04-16 16:32:42.080110799,Klient_134,Sklep,Wschód,32.49,4,4.56
CASE_234,Wysyłka,2024-04-16 18:19:29.902710,Klient_134,Sklep,Wschód,32.49,4,4.56
CASE_234,Dostawa,2024-04-16 20:13:39.949658400,Klient_134,Sklep,Wschód,32.49,4,4.56
CASE_234,Ocena,2024-04-16 23:34:23.923646400,Klient_134,Sklep,Wschód,32.49,4,4.56
CASE_235,Złożenie zamówienia,2024-03-30 18:11:00,Klient_1,Sklep,Wschód,26.55,1,3.76
CASE_235,Weryfikacja,2024-03-30 18:27:06.801621600,Klient_1,Sklep,Wschód,26.55,1,3.76
CASE_235,Płatność,2024-03-30 20:04:03.688494,Klient_1,Sklep,Wschód,26.55,1,3.76
CASE_235,Wysyłka,2024-03-30 23:28:17.643577200,Klient_1,Sklep,Wschód,26.55,1,3.76
CASE_235,Dostawa,2024-03-31 03:37:20.980424400,Klient_1,Sklep,Wschód,26.55,1,3.76
CASE_235,Ocena,2024-03-31 05:15:06.382488,Klient_1,Sklep,Wschód,26.55,1,3.76
CASE_236,Złożenie zamówienia,2024-02-22 18:45:00,Klient_161,Sklep,Zachód,220.71,4,3.43
CASE_236,Weryfikacja,2024-02-22 19:57:31.394304,Klient_161,Sklep,Zachód,220.71,4,3.43
CASE_236,Płatność,2024-02-22 22:29:18.523597200,Klient_161,Sklep,Zachód,220.71,4,3.43
CASE_236,Wysyłka,2024-02-23 15:28:20.788964400,Klient_161,Sklep,Zachód,220.71,4,3.43
CASE_236,Dostawa,2024-02-23 18:55:47.644028400,Klient_161,Sklep,Zachód,220.71,4,3.43
CASE_236,Ocena,2024-02-24 06:15:35.576676,Klient_161,Sklep,Zachód,220.71,4,3.43
CASE_237,Złożenie zamówienia,2024-03-23 20:10:00,Klient_169,Sklep,Zachód,357.77,3,3.08
CASE_237,Płatność,2024-03-23 22:40:26.953581600,Klient_169,Sklep,Zachód,357.77,3,3.08
CASE_237,Wysyłka,2024-03-24 02:16:16.327173600,Klient_169,Sklep,Zachód,357.77,3,3.08
CASE_237,Dostawa,2024-03-24 05:40:43.995020400,Klient_169,Sklep,Zachód,357.77,3,3.08
CASE_237,Ocena,2024-03-24 10:18:05.498246400,Klient_169,Sklep,Zachód,357.77,3,3.08
CASE_238,Złożenie zamówienia,2024-01-04 11:24:00,Klient_67,Online,Zachód,96.89,1,15.36
CASE_238,Weryfikacja,2024-01-04 13:28:54.477552,Klient_67,Online,Zachód,96.89,1,15.36
CASE_238,Płatność,2024-01-04 16:47:36.848310,Klient_67,Online,Zachód,96.89,1,15.36
CASE_238,Wysyłka,2024-01-05 04:26:49.930807200,Klient_67,Online,Zachód,96.89,1,15.36
CASE_238,Dostawa,2024-01-05 17:40:21.168987600,Klient_67,Online,Zachód,96.89,1,15.36
CASE_239,Złożenie zamówienia,2024-01-28 16:56:00,Klient_147,Online,Południe,146.82,1,6.75
CASE_239,Płatność,2024-01-28 20:07:51.253713600,Klient_147,Online,Południe,146.82,1,6.75
CASE_239,Wysyłka,2024-01-29 04:26:11.211325200,Klient_147,Online,Południe,146.82,1,6.75
CASE_239,Dostawa,2024-01-29 12:15:37.213971600,Klient_147,Online,Południe,146.82,1,6.75
CASE_239,Ocena,2024-01-29 17:44:12.930267600,Klient_147,Online,Południe,146.82,1,6.75
CASE_24,Złożenie zamówienia,2024-03-30 11:24:00,Klient_93,Online,Zachód,28.86,3,9.0
CASE_24,Płatność,2024-03-30 12:49:49.231066800,Klient_93,Online,Zachód,28.86,3,9.0
CASE_24,Wysyłka,2024-03-30 16:27:38.601320400,Klient_93,Online,Zachód,28.86,3,9.0
CASE_24,Dostawa,2024-03-30 19:45:53.874205200,Klient_93,Online,Zachód,28.86,3,9.0
CASE_24,Ocena,2024-03-30 20:57:44.668285199,Klient_93,Online,Zachód,28.86,3,9.0
CASE_240,Złożenie zamówienia,2024-02-15 13:51:00,Klient_11,Online,Północ,55.09,2,4.84
CASE_240,Płatność,2024-02-15 15:17:51.291754800,Klient_11,Online,Północ,55.09,2,4.84
CASE_240,Wysyłka,2024-02-15 18:47:01.403390400,Klient_11,Online,Północ,55.09,2,4.84
CASE_240,Dostawa,2024-02-16 03:36:47.956377600,Klient_11,Online,Północ,55.09,2,4.84
CASE_240,Ocena,2024-02-16 07:46:11.928118800,Klient_11,Online,Północ,55.09,2,4.84
CASE_241,Złożenie zamówienia,2024-01-02 08:58:00,Klient_46,Online,Wschód,80.83,2,18.43
CASE_241,Płatność,2024-01-02 11:58:41.554209600,Klient_46,Online,Wschód,80.83,2,18.43
CASE_241,Wysyłka,2024-01-04 02:18:14.586396,Klient_46,Online,Wschód,80.83,2,18.43
CASE_241,Dostawa,2024-01-04 16:35:41.755414800,Klient_46,Online,Wschód,80.83,2,18.43
CASE_241,Ocena,2024-01-05 13:55:49.218350400,Klient_46,Online,Wschód,80.83,2,18.43
CASE_242,Złożenie zamówienia,2024-04-09 11:45:00,Klient_37,Online,Wschód,45.26,5,5.56
CASE_242,Płatność,2024-04-09 15:17:29.736186,Klient_37,Online,Wschód,45.26,5,5.56
CASE_242,Wysyłka,2024-04-10 13:36:41.861534400,Klient_37,Online,Wschód,45.26,5,5.56
CASE_242,Dostawa,2024-04-10 22:29:07.099746,Klient_37,Online,Wschód,45.26,5,5.56
CASE_242,Zwrot,2024-04-11 05:40:33.299094,Klient_37,Online,Wschód,45.26,5,5.56
CASE_242,Ocena,2024-04-11 08:45:46.224849600,Klient_37,Online,Wschód,45.26,5,5.56
CASE_243,Złożenie zamówienia,2024-02-04 15:53:00,Klient_108,Sklep,Północ,242.28,2,2.43
CASE_243,Płatność,2024-02-04 19:52:32.250861600,Klient_108,Sklep,Północ,242.28,2,2.43
CASE_243,Wysyłka,2024-02-05 10:37:54.835933200,Klient_108,Sklep,Północ,242.28,2,2.43
CASE_243,Dostawa,2024-02-06 06:14:00.278632800,Klient_108,Sklep,Północ,242.28,2,2.43
CASE_243,Ocena,2024-02-06 09:05:00.997761600,Klient_108,Sklep,Północ,242.28,2,2.43
CASE_244,Złożenie zamówienia,2024-01-20 12:21:00,Klient_149,Online,Zachód,78.16,2,12.22
CASE_244,Płatność,2024-01-20 21:07:52.774798800,Klient_149,Online,Zachód,78.16,2,12.22
CASE_244,Wysyłka,2024-01-21 14:37:10.235197200,Klient_149,Online,Zachód,78.16,2,12.22
CASE_244,Dostawa,2024-01-22 01:36:06.050091600,Klient_149,Online,Zachód,78.16,2,12.22
CASE_244,Ocena,2024-01-22 08:17:18.210109200,Klient_149,Online,Zachód,78.16,2,12.22
CASE_245,Złożenie zamówienia,2024-04-29 11:12:00,Klient_88,Online,Południe,73.16,3,3.06
CASE_245,Weryfikacja,2024-04-29 12:26:26.983525200,Klient_88,Online,Południe,73.16,3,3.06
CASE_245,Płatność,2024-04-29 13:18:19.284285600,Klient_88,Online,Południe,73.16,3,3.06
CASE_245,Wysyłka,2024-04-29 14:35:07.845334800,Klient_88,Online,Południe,73.16,3,3.06
CASE_245,Dostawa,2024-04-29 22:01:06.403206,Klient_88,Online,Południe,73.16,3,3.06
CASE_245,Zwrot,2024-04-30 03:02:44.515474800,Klient_88,Online,Południe,73.16,3,3.06
CASE_245,Ocena,2024-04-30 03:27:17.105324400,Klient_88,Online,Południe,73.16,3,3.06
CASE_246,Złożenie zamówienia,2024-01-16 10:06:00,Klient_165,Online,Północ,66.13,1,4.81
CASE_246,Płatność,2024-01-16 11:39:30.012811200,Klient_165,Online,Północ,66.13,1,4.81
CASE_246,Wysyłka,2024-01-17 08:38:11.543373600,Klient_165,Online,Północ,66.13,1,4.81
CASE_246,Dostawa,2024-01-17 13:34:17.728467600,Klient_165,Online,Północ,66.13,1,4.81
CASE_246,Ocena,2024-01-18 03:14:08.904760800,Klient_165,Online,Północ,66.13,1,4.81
CASE_247,Złożenie zamówienia,2024-02-15 07:55:00,Klient_127,Online,Zachód,114.67,3,11.54
CASE_247,Płatność,2024-02-15 11:21:34.863759600,Klient_127,Online,Zachód,114.67,3,11.54
CASE_247,Wysyłka,2024-02-15 23:49:42.434827200,Klient_127,Online,Zachód,114.67,3,11.54
CASE_247,Dostawa,2024-02-17 01:13:49.471412400,Klient_127,Online,Zachód,114.67,3,11.54
CASE_248,Złożenie zamówienia,2024-03-05 08:19:00,Klient_30,Online,Wschód,118.52,2,0.0
CASE_248,Płatność,2024-03-05 14:11:30.821448,Klient_30,Online,Wschód,118.52,2,0.0
CASE_248,Wysyłka,2024-03-06 05:51:17.119903199,Klient_30,Online,Wschód,118.52,2,0.0
CASE_248,Dostawa,2024-03-06 22:53:10.041427200,Klient_30,Online,Wschód,118.52,2,0.0
CASE_249,Złożenie zamówienia,2024-04-06 11:40:00,Klient_126,Online,Północ,127.98,2,18.15
CASE_249,Płatność,2024-04-07 09:31:36.708606,Klient_126,Online,Północ,127.98,2,18.15
CASE_249,Wysyłka,2024-04-09 19:29:44.369781600,Klient_126,Online,Północ,127.98,2,18.15
CASE_249,Dostawa,2024-04-11 22:02:30.021477600,Klient_126,Online,Północ,127.98,2,18.15
CASE_249,Ocena,2024-04-14 00:45:46.643859600,Klient_126,Online,Północ,127.98,2,18.15
CASE_25,Złożenie zamówienia,2024-01-16 12:21:00,Klient_180,Online,Zachód,249.82,4,6.65
CASE_25,Weryfikacja,2024-01-16 12:24:24.924499200,Klient_180,Online,Zachód,249.82,4,6.65
CASE_25,Płatność,2024-01-16 12:25:24.169602,Klient_180,Online,Zachód,249.82,4,6.65
CASE_25,Wysyłka,2024-01-16 12:50:51.088858800,Klient_180,Online,Zachód,249.82,4,6.65
CASE_25,Dostawa,2024-01-16 13:20:15.542437200,Klient_180,Online,Zachód,249.82,4,6.65
CASE_25,Ocena,2024-01-16 13:34:47.549708400,Klient_180,Online,Zachód,249.82,4,6.65
CASE_250,Złożenie zamówienia,2024-03-14 16:16:00,Klient_60,Sklep,Wschód,65.08,3,8.75
CASE_250,Weryfikacja,2024-03-15 04:13:27.763779600,Klient_60,Sklep,Wschód,65.08,3,8.75
CASE_250,Płatność,2024-03-15 10:25:45.067320,Klient_60,Sklep,Wschód,65.08,3,8.75
CASE_250,Wysyłka,2024-03-17 07:23:26.273362800,Klient_60,Sklep,Wschód,65.08,3,8.75
CASE_250,Dostawa,2024-03-19 05:30:33.658940400,Klient_60,Sklep,Wschód,65.08,3,8.75
CASE_250,Ocena,2024-03-20 08:28:21.519946800,Klient_60,Sklep,Wschód,65.08,3,8.75
CASE_251,Złożenie zamówienia,2024-01-11 21:35:00,Klient_110,Sklep,Wschód,150.75,1,0.0
CASE_251,Płatność,2024-01-11 23:29:44.240245200,Klient_110,Sklep,Wschód,150.75,1,0.0
CASE_251,Wysyłka,2024-01-12 11:28:04.577946,Klient_110,Sklep,Wschód,150.75,1,0.0
CASE_251,Dostawa,2024-01-13 07:54:33.539066400,Klient_110,Sklep,Wschód,150.75,1,0.0
CASE_252,Złożenie zamówienia,2024-04-15 11:25:00,Klient_15,Online,Południe,212.72,1,0.0
CASE_252,Płatność,2024-04-15 13:08:37.809663600,Klient_15,Online,Południe,212.72,1,0.0
CASE_252,Wysyłka,2024-04-15 21:00:40.462515600,Klient_15,Online,Południe,212.72,1,0.0
CASE_252,Dostawa,2024-04-17 04:31:51.666490800,Klient_15,Online,Południe,212.72,1,0.0
CASE_253,Złożenie zamówienia,2024-03-20 19:13:00,Klient_4,Online,Południe,50.51,3,10.12
CASE_253,Weryfikacja,2024-03-20 23:02:46.391732400,Klient_4,Online,Południe,50.51,3,10.12
CASE_253,Płatność,2024-03-20 23:39:15.895521600,Klient_4,Online,Południe,50.51,3,10.12
CASE_253,Wysyłka,2024-03-23 00:32:24.991856400,Klient_4,Online,Południe,50.51,3,10.12
CASE_253,Dostawa,2024-03-24 07:52:38.256386400,Klient_4,Online,Południe,50.51,3,10.12
CASE_253,Ocena,2024-03-24 21:17:45.917652,Klient_4,Online,Południe,50.51,3,10.12
CASE_254,Złożenie zamówienia,2024-04-16 16:39:00,Klient_13,Sklep,Wschód,101.82,1,12.68
CASE_254,Płatność,2024-04-16 17:48:01.860271200,Klient_13,Sklep,Wschód,101.82,1,12.68
CASE_254,Wysyłka,2024-04-16 20:07:38.257712400,Klient_13,Sklep,Wschód,101.82,1,12.68
CASE_254,Dostawa,2024-04-16 22:21:31.289454,Klient_13,Sklep,Wschód,101.82,1,12.68
